idx|study|wake|name_key|n_target|n_distances|outdir|walltime_hr|distances|python_args
60|n_target_sweep|bast|dei_N100|100|4|analysis/n_target_sweep_funwake_packed/dei_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 100
61|n_target_sweep|bast|dei_N25|25|3|analysis/n_target_sweep_funwake_packed/dei_N25|36|10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10,20,40 --wind-rose dei --n-target 25
62|n_target_sweep|bast|dei_N50|50|3|analysis/n_target_sweep_funwake_packed/dei_N50|36|2,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20,40 --wind-rose dei
63|n_target_sweep|bast|dei_N75|75|4|analysis/n_target_sweep_funwake_packed/dei_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 75
64|n_target_sweep|tp|a0.9_f1.0_N100|100|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 100
65|n_target_sweep|tp|a0.9_f1.0_N25|25|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N25|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 25
66|n_target_sweep|tp|a0.9_f1.0_N50|50|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N50|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
67|n_target_sweep|tp|a0.9_f1.0_N75|75|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 75
68|n_target_sweep|tp|dei_N100|100|4|analysis/n_target_sweep_tp_funwake_packed/dei_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 100
69|n_target_sweep|tp|dei_N25|25|4|analysis/n_target_sweep_tp_funwake_packed/dei_N25|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 25
70|n_target_sweep|tp|dei_N50|50|4|analysis/n_target_sweep_tp_funwake_packed/dei_N50|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei
71|n_target_sweep|tp|dei_N75|75|4|analysis/n_target_sweep_tp_funwake_packed/dei_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 75
72|ablation_a_sweep|tp|a0.02_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.02_f1.0|24|10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10 --wind-rose elliptical --ed-a 0.02 --ed-f 1.0 --wind-dir 270
73|ablation_a_sweep|tp|a0.04_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.04_f1.0|24|10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10 --wind-rose elliptical --ed-a 0.04 --ed-f 1.0 --wind-dir 270
74|ablation_a_sweep|tp|a0.15_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.15_f1.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.15 --ed-f 1.0 --wind-dir 270
75|ablation_a_sweep|tp|a0.3_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.3_f1.0|24|10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10 --wind-rose elliptical --ed-a 0.3 --ed-f 1.0 --wind-dir 270
76|ablation_a_sweep|tp|a0.6_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.6_f1.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.6 --ed-f 1.0 --wind-dir 270
77|ablation_a_sweep|tp|a0.8_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a0.8_f1.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.8 --ed-f 1.0 --wind-dir 270
78|ablation_a_sweep|tp|a1.5_f1.0|50|1|analysis/ablation_a_sweep_tp_funwake_packed/a1.5_f1.0|24|10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10 --wind-rose elliptical --ed-a 1.5 --ed-f 1.0 --wind-dir 270
79|ablation_f_sweep|bast|a0.9_f0.05|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.05|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.05 --wind-dir 270
80|ablation_f_sweep|bast|a0.9_f0.15|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.15|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.15 --wind-dir 270
81|ablation_f_sweep|bast|a0.9_f0.2|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.2|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.2 --wind-dir 270
82|ablation_f_sweep|bast|a0.9_f0.25|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.25|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.25 --wind-dir 270
83|ablation_f_sweep|bast|a0.9_f0.3|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.3|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.3 --wind-dir 270
84|ablation_f_sweep|bast|a0.9_f0.35|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.35|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.35 --wind-dir 270
85|ablation_f_sweep|bast|a0.9_f0.4|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.4|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.4 --wind-dir 270
86|ablation_f_sweep|bast|a0.9_f0.45|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.45|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.45 --wind-dir 270
87|ablation_f_sweep|bast|a0.9_f0.6|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.6|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.6 --wind-dir 270
88|ablation_f_sweep|bast|a0.9_f0.65|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.65|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.65 --wind-dir 270
89|ablation_f_sweep|bast|a0.9_f0.7|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.7|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.7 --wind-dir 270
90|ablation_f_sweep|bast|a0.9_f0.75|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.75|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.75 --wind-dir 270
91|ablation_f_sweep|bast|a0.9_f0.8|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.8|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.8 --wind-dir 270
92|ablation_f_sweep|bast|a0.9_f0.85|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.85|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.85 --wind-dir 270
93|ablation_f_sweep|bast|a0.9_f0.9|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.9|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.9 --wind-dir 270
94|ablation_f_sweep|bast|a0.9_f0.95|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f0.95|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.95 --wind-dir 270
95|ablation_f_sweep|bast|a0.9_f1.0|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f1.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
96|ablation_f_sweep|bast|a0.9_f1.1|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f1.1|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.1 --wind-dir 270
97|ablation_f_sweep|bast|a0.9_f1.25|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f1.25|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.25 --wind-dir 270
98|ablation_f_sweep|bast|a0.9_f1.5|50|1|analysis/ablation_f_sweep_funwake_packed/a0.9_f1.5|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.5 --wind-dir 270
99|ablation_f_sweep|tp|a0.9_f0.0|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.0 --wind-dir 270
100|ablation_f_sweep|tp|a0.9_f0.05|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.05|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.05 --wind-dir 270
101|ablation_f_sweep|tp|a0.9_f0.1|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.1|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.1 --wind-dir 270
102|ablation_f_sweep|tp|a0.9_f0.15|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.15|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.15 --wind-dir 270
103|ablation_f_sweep|tp|a0.9_f0.2|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.2|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.2 --wind-dir 270
104|ablation_f_sweep|tp|a0.9_f0.25|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.25|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.25 --wind-dir 270
105|ablation_f_sweep|tp|a0.9_f0.3|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.3|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.3 --wind-dir 270
106|ablation_f_sweep|tp|a0.9_f0.35|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.35|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.35 --wind-dir 270
107|ablation_f_sweep|tp|a0.9_f0.4|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.4|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.4 --wind-dir 270
108|ablation_f_sweep|tp|a0.9_f0.45|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.45|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.45 --wind-dir 270
109|ablation_f_sweep|tp|a0.9_f0.5|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.5|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.5 --wind-dir 270
110|ablation_f_sweep|tp|a0.9_f0.55|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.55|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.55 --wind-dir 270
111|ablation_f_sweep|tp|a0.9_f0.6|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.6|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.6 --wind-dir 270
112|ablation_f_sweep|tp|a0.9_f0.65|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.65|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.65 --wind-dir 270
113|ablation_f_sweep|tp|a0.9_f0.7|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.7|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.7 --wind-dir 270
114|ablation_f_sweep|tp|a0.9_f0.75|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.75|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.75 --wind-dir 270
115|ablation_f_sweep|tp|a0.9_f0.8|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.8|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.8 --wind-dir 270
116|ablation_f_sweep|tp|a0.9_f0.85|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.85|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.85 --wind-dir 270
117|ablation_f_sweep|tp|a0.9_f0.9|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.9|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.9 --wind-dir 270
118|ablation_f_sweep|tp|a0.9_f0.95|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f0.95|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 0.95 --wind-dir 270
119|ablation_f_sweep|tp|a0.9_f1.0|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f1.0|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
120|ablation_f_sweep|tp|a0.9_f1.1|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f1.1|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.1 --wind-dir 270
121|ablation_f_sweep|tp|a0.9_f1.25|50|1|analysis/ablation_f_sweep_tp_funwake_packed/a0.9_f1.25|24|2|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2 --wind-rose elliptical --ed-a 0.9 --ed-f 1.25 --wind-dir 270
