idx|study|wake|name_key|n_target|n_distances|outdir|walltime_hr|distances|python_args
60|n_target_sweep|bast|dei_N100|100|4|analysis/n_target_sweep_funwake_packed/dei_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 100
61|n_target_sweep|bast|dei_N25|25|3|analysis/n_target_sweep_funwake_packed/dei_N25|36|10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10,20,40 --wind-rose dei --n-target 25
62|n_target_sweep|bast|dei_N50|50|3|analysis/n_target_sweep_funwake_packed/dei_N50|36|2,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20,40 --wind-rose dei
63|n_target_sweep|bast|dei_N75|75|4|analysis/n_target_sweep_funwake_packed/dei_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 75
64|n_target_sweep|tp|a0.9_f1.0_N100|100|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 100
65|n_target_sweep|tp|a0.9_f1.0_N25|25|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N25|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 25
66|n_target_sweep|tp|a0.9_f1.0_N50|50|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N50|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
67|n_target_sweep|tp|a0.9_f1.0_N75|75|4|analysis/n_target_sweep_tp_funwake_packed/a0.9_f1.0_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 75
68|n_target_sweep|tp|dei_N100|100|4|analysis/n_target_sweep_tp_funwake_packed/dei_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 100
69|n_target_sweep|tp|dei_N25|25|4|analysis/n_target_sweep_tp_funwake_packed/dei_N25|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 25
70|n_target_sweep|tp|dei_N50|50|4|analysis/n_target_sweep_tp_funwake_packed/dei_N50|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei
71|n_target_sweep|tp|dei_N75|75|4|analysis/n_target_sweep_tp_funwake_packed/dei_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose dei --n-target 75
